uuid,slug,name,website,found,num_files,errors
b0f42b14-eaed-4710-856f-b9f180f0e09d,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ct/fairfield/1910-black-rock-tpke/308054,1,5,
418df011-c294-42d2-9bff-1b295a91f97a,holy-cow,Holy Cow,https://www.holycow.nyc,1,1,fetch_failed:https://www.holycow.nyc/menu/holy-chicken:404:text/plain;fetch_failed:https://www.holycow.nyc/menu/nutrition-information:404:text/plain
b3cba7f1-1259-4833-b190-0aade9b61617,domino-s,Domino's,https://pizza.dominos.com/new-york/new-york/592-columbus-ave,1,5,
f5dbd9bd-7675-4510-9986-f5201ffcec7a,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/36034.html,1,5,
8254c22b-d8ee-447a-8a1f-6f9b1b09f154,wingstop,Wingstop,https://www.wingstop.com/,1,5,
5f9cab03-8a62-4ca5-81af-cc2be13eaadb,popeyes,Popeyes,https://www.popeyes.com/store-locator/store/restaurant_85434,1,5,
5d2ad6b0-0835-47d9-ad01-e6cdb22f7e9c,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ct/cos-cob/375-east-putnam-avenue/300396,1,5,
9679d892-90e5-4dfd-bd97-a2ed81833489,pizza-suprema,Pizza Suprema,http://www.nypizzasuprema.com,1,2,
e8d5b558-9bbb-4109-a5c7-7f861d7e015e,dunkin,Dunkin',https://locations.dunkindonuts.com/en/nj/newark/newark-intl-airport/346080,1,5,
45891e76-a032-40ae-ae30-903c1547bc8e,kfc,KFC,https://locations.kfc.com/ct/stamford/285-w-main-street/,1,4,
9337ce5d-7bf8-4d09-8016-3ee48727e763,ward-9,Ward 9,https://ward9newhaven.com/,0,0,homepage_unavailable:None:None
4629bc64-594c-43a7-917f-a17df3fd079a,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/33536.html,1,5,
7ada669e-5645-417e-b685-90f4b71f43e9,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ny/new-york/243-9th-ave/344824,1,5,
d1ca170a-37c7-4f1e-a336-92d46775063f,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ct/new-haven/81-church-st/300455,1,5,
6372cf20-651c-4c0f-8114-5cdcf27d509a,cajun-boiled,Cajun Boiled,http://cajunboiledseafoodct.com/,1,5,
2164df20-aa99-41cc-9599-69eec57e727d,havenly,Havenly,https://havenlynhv.org/,1,2,
a988e35b-fb1e-4e34-86e6-aba591fb1b1e,lenwich,Lenwich,https://www.lenwich.com/location/upper-west-83rd-st/,1,3,
905d2524-b070-4345-8661-37933ee91c47,7th-street-burger,7th Street Burger,https://7thstreetburger.com,1,1,
9b99ae66-3b17-40d0-99e3-7d6a27076915,mission-sandwich,Mission Sandwich,https://www.missionsandwich.com/,1,4,
aed6b7ee-0488-42ab-9602-b3858d58e86d,mario-s,Mario's,https://mariospizzaonline.com/,1,5,
5f777b64-998f-4ef3-bc0b-75ec8d0484a9,dunkin-donuts,Dunkin' Donuts,https://locations.dunkindonuts.com/en/ny/plainview/337-south-oyster-bay-rd/340163,1,5,
9ec7c53b-5e61-4ffc-b54b-6e2164192fc8,80-proof-american-kitchen-bar,80 Proof American Kitchen & Bar,https://www.80proofkitchen.com/,1,2,
6378a54c-a81a-4d03-b053-4be97272a004,tikkaway,Tikkaway,https://www.tikkaway.com/,0,0,homepage_unavailable:None:None
d1fc2553-de89-4f13-9146-185e5690606a,goodfellas,Goodfellas,https://www.goodfellasrestaurant.com/,0,0,homepage_unavailable:None:None
c0e03cb4-d930-4453-b14b-9356d9ed9583,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ct/new-haven/50-union-ave/302801,1,5,
22b4ae2a-fb82-486d-885d-9591ce733288,michelina-s-apizza-ristorant,Michelina’s Apizza & Ristoranté,https://michelinasapizza.com/,0,0,homepage_unavailable:None:None
ca012118-2d7c-471e-8367-e3b08fb324ab,edelweiss-deli,Edelweiss Deli,https://www.edelweissdelicatessen.com/,0,0,homepage_unavailable:None:None
ce852d7a-553d-4eb0-9da1-94292fb59534,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/2292.html,1,5,
1db2a2ff-ca6f-4ac5-9490-8379584b1c2f,gotham-pizza,Gotham Pizza,http://www.eatgothampizzanyc.com,0,0,homepage_unavailable:None:None
593b484c-07ce-45d2-9d73-6f09b1057672,attilio-s-pizza,Attilio's Pizza,http://www.attiliospizzanj.com,1,5,
8a817ba7-1eb3-46bf-8a72-f308403be052,aladdin-crown-pizza,Aladdin Crown Pizza,https://www.aladdincrownpizzact.com,1,1,
a0654391-8115-4003-bcc2-5fae844c9ea4,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ny/rego-park/6365-woodhaven-blvd/304484,1,5,
67697655-067c-40e8-878d-f522a1f335df,sky-caf,Sky Café,https://www.skymanorairport.com/sky-cafe.htm,1,1,pdf_exception:https://www.skymanorairport.com/images/cafe/Sky-Cafe-Lunch-Menu.pdf:name 'convert_pdf_to_html' is not defined;pdf_exception:https://www.skymanorairport.com/images/cafe/Sky-Cafe-Breakfast-Menu.pdf:name 'convert_pdf_to_html' is not defined
90a360e5-b37d-4e43-a31f-b87e2b1eb44d,mediterranea,Mediterranea,http://mediterraneanewhaven.com/,0,0,homepage_unavailable:None:None
d13ff452-b349-499c-b320-c39f06609496,soul-de-cuba-cafe,Soul de Cuba Cafe,https://souldecuba.com/pages/locations,1,5,
e6aca742-e473-41f6-a3e4-8229a1670096,barcelona,Barcelona,https://barcelonawinebar.com/location/new-haven/,1,2,pdf_exception:https://barcelonawinebar.com/media/12-5-25-Menu-New-Haven.pdf:name 'convert_pdf_to_html' is not defined;pdf_exception:https://barcelonawinebar.com/media/12-6-25-Brunch-Menu-New-Haven.pdf:name 'convert_pdf_to_html' is not defined;pdf_exception:https://barcelonawinebar.com/media/10-15-25-Bottle-Menu-New-Haven.pdf:name 'convert_pdf_to_html' is not defined;pdf_exception:https://barcelonawinebar.com/media/12-5-25-New-Haven-Happy-Hour.pdf:name 'convert_pdf_to_html' is not defined
c366aeb2-428c-4403-8395-af43fa1c449b,steamed,Steamed,https://www.steamednewhaven.com/,1,3,
179e62b1-0943-4b90-bf5d-632f407d20bb,dunkin,Dunkin',https://locations.dunkindonuts.com/en/nj/pompton-plains/560-route-23/337568,1,5,
15608b05-353d-4745-bb75-63bc3fe1855b,moe-s-southwest-grill,Moe's Southwest Grill,https://locations.moes.com/nj/pompton-plains/500-state-route-23,1,2,
30f101c4-8b80-4501-8100-ac1e22329895,dunkin,Dunkin',https://locations.dunkindonuts.com/en/nj/wayne/1957-route-23-s/345596,1,5,
7d1ce038-2e98-4e1a-99a1-14f61f68a890,five-guys,Five Guys,https://restaurants.fiveguys.com/1610-route-23,1,4,
c9cadcfd-7d72-42b7-a78f-db5c8b662f25,dunkin,Dunkin',https://locations.dunkindonuts.com/en/nj/wayne/1467-route-23/346755,1,5,
7bea959c-06d7-49ff-bfc5-536552f3579e,front-street-bistro,Front Street Bistro,http://frontstreetbistro.com/,1,2,fetch_failed:http://frontstreetbistro.com/wp-content/uploads/2019/10/New-Menu-4.jpg:200:image/jpeg
aba983d1-823c-4dc7-9f33-c9a571917352,panera-bread,Panera Bread,https://locations.panerabread.com/nj/wayne/1619-state-route-23.html,1,5,
a77d99f2-56c4-4aa1-a1db-bb904d6d775f,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/10482.html,1,5,
df4934dc-5071-463b-ac3b-6aef2d727d06,chip-s-pub-iii-restaurant,Chip's Pub III Restaurant,https://chipspub3.com/,1,3,
cca05b32-a1d4-4b90-8be3-634323bedd4d,oak-haven,Oak Haven,http://oakhaventableandbar.com/,1,5,
e6ca6c41-d625-48cf-bb55-aa7520de41f2,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ct/watertown/1174-main-st/300875,1,5,
f8e0129f-cc6f-4f2c-8ff7-39bb04d7b0d9,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/16765.html,1,5,
abbb64b7-4a3d-4c4b-a4a9-c742172de5f9,table-87-coal-oven-pizza,Table 87 Coal Oven Pizza,https://www.table87.com,1,5,
e5db3b74-4f97-4a3d-8e76-602f8ed0db1c,taco-bell,Taco Bell,https://locations.tacobell.com/ct/watertown/1079-main-street.html,1,1,
842837bc-b9b8-410f-8fae-cb83a10293fa,brooklyn-pizza-crew,Brooklyn Pizza Crew,https://pizzacrew.com,1,5,
a8593ee3-0548-4f63-8e96-c15c66dc99a2,subway,Subway,https://restaurants.subway.com/united-states/ct/north-windham/361-boston-post-rd,1,5,fetch_failed:https://subway.com/en-us/restaurant/15245-0/menu/?intcmp=yext-local:owned:order:OrderPickup:fwh-no-value-w2-2020:0:button:0:orderpickup:hu:local-v1&segment_code=0:None:None;fetch_failed:https://subway.com/en-us/restaurant/15245-0/menu/:None:None;fetch_failed:https://subway.com/en-us/restaurant/15245-0/menu?intcmp=yext-local:owned:0:StartOrder:fwh-no-value-w2-2020:0:button:0:startorder:tn:local-v1&segment_code=0:None:None;fetch_failed:https://www.subway.com/en-us/menunutrition/menu:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Nutrition/NutritionGrid:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Menu:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Nutrition:None:None
9978155d-2188-41c1-beec-9105ba4aa4e7,yubu,Yubu,http://yubu.nyc,1,5,
28152fa2-f615-41f7-b2fe-602b072b4e62,wonder,Wonder,https://www.wonder.com/food-delivery-locations/east-village,1,5,
97a2413d-2eda-4608-9953-d6d9b28e8ac2,dos-toros-taqueria,Dos Toros Taqueria,https://www.dostoros.com/locations/new-york#downtown-brooklyn,1,2,
947cb5ea-e410-489d-9ad8-6bed3c9c8ce3,baby-luc-s,Baby Luc's,https://www.babylucs.com,1,3,
6cfe19a7-c100-4732-880a-b5bb7734c61c,dunkin-donuts-baskin-robbins,Dunkin' Donuts/Baskin Robbins,https://locations.dunkindonuts.com/en/ny/brooklyn/383-court-st/343028,1,5,
8fb02e7e-e9b4-4623-9a89-27ac393a9c8b,620-on-caton-pizzeria,620 On Caton Pizzeria,http://catonpizzeria.com,0,0,homepage_unavailable:None:None
d9cbaa35-cfd5-4fb4-adc6-3d24982ade23,panda-express,Panda Express,https://www.pandaexpress.com/locations/ny/brooklyn/2614,1,5,
ca85fee2-1826-4eaa-9baa-fc0dd9f7a254,taco-madre,Taco Madre,https://www.thetacomadre.com/location/brooklyn-ny/,1,5,
8fc20085-a2a9-48b7-89ed-edd0a3b11906,five-guys,Five Guys,https://restaurants.fiveguys.com/7-scotch-road,1,4,
822e6f5d-f100-4a67-a073-583060dffe52,bobbi-s-italian-beef,Bobbi's Italian Beef,https://bobbisitalianbeef.com,1,2,
e7c0e065-b4e9-4c8a-a454-b77771e7591d,screamer-s-pizzeria,Screamer's Pizzeria,https://www.screamerspizzeria.com/,1,5,
7ce57c7a-1432-4ba4-9566-5cce0afcc2b4,five-guys,Five Guys,https://restaurants.fiveguys.com/10-westage-drive,1,4,
591d9515-b4be-48d0-a14f-3a4c20c28ab9,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ny/forest-hills/100-05-queens-blvd/344421,1,5,
80a05f8b-189b-446c-8cdc-289c9467644c,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/2012.html,1,5,
22c4fa23-7c8f-4476-a462-396294dff2bb,dunkin-donuts,Dunkin' Donuts,https://locations.dunkindonuts.com/en/nj/tinton-falls/596-shrewsbury-ave/341523,1,5,
7603c776-0c9d-4113-bd6f-dc59a9247761,subway,Subway,https://restaurants.subway.com/united-states/ct/new-haven/66-york-st,1,5,fetch_failed:https://subway.com/en-us/restaurant/807-0/menu?intcmp=yext-local:owned:order:OrderPickup:fwh-no-value-w2-2020:0:button:0:orderpickup:hu:local-v1&segment_code=0:None:None;fetch_failed:https://subway.com/en-us/restaurant/807-0/menu:None:None;fetch_failed:https://subway.com/en-us/restaurant/807-0/menu?intcmp=yext-local:owned:0:StartOrder:fwh-no-value-w2-2020:0:button:0:startorder:tn:local-v1&segment_code=0:None:None;fetch_failed:https://www.subway.com/en-us/menunutrition/menu:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Nutrition/NutritionGrid:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Menu:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Nutrition:None:None
48ceb729-fa86-48ac-a7db-511b86066ed7,singas-famous-pizza,Singas Famous Pizza,https://www.singaspizzas.com/,1,5,
0b62cf7b-908c-4a1d-9f86-fd58f6895b8b,wendy-s,Wendy's,https://locations.wendys.com/united-states/nj/tinton-falls/600-shrewsbury-ave,1,1,
80631eb5-c96e-4068-b5f3-6021abad4770,butterfields,Butterfields,https://www.butterfieldsrestaurant.biz/,1,2,
231ca200-2d9a-4ddd-8bc6-fcb3688b011d,krispy-kreme,Krispy Kreme,https://site.krispykreme.com/ny/queens/22-02-31st-st,1,2,
ba8054ad-613b-4847-9ab6-fc81f2683e37,wichcraft,'wichcraft,http://wichcraftnyc.com/,0,0,homepage_unavailable:None:None
567642e9-08f1-4ea4-a6e6-0a45685fd258,banhmigos,Banhmigos,https://banhmigoscourtst.com,1,3,
c82e1197-fa6e-4ae1-a0ce-73bf65fdf754,dunkin-donuts-baskin-robbins,Dunkin' Donuts/Baskin Robbins,https://locations.dunkindonuts.com/en/ny/brooklyn/148-smith-st/338221,1,5,
bd70e68c-fdda-46c0-98f4-44501f3455bd,jollibee,Jollibee,https://locations.jollibeefoods.com/usa/ny/queens/6229-roosevelt-ave,1,4,
2974caee-7d5e-49d9-9281-c20dd029416f,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ny/new-york/2600-broadway/364122,1,5,
28176318-b2e9-4e0b-b867-3b5529f21701,burger-king,Burger King,https://www.bk.com/store-locator/store/restaurant_326,1,5,
e89fceff-89c6-420c-a911-478419ae15e4,prime-16,Prime 16,https://prime16.com/,1,5,
aba7cab2-a45f-4b44-a6bb-2d75bdb46159,subway,Subway,https://restaurants.subway.com/united-states/ny/kings-park/56-main-st,1,5,fetch_failed:https://subway.com/en-us/restaurant/25936-0/menu?intcmp=yext-local:owned:order:OrderPickup:fwh-no-value-w2-2020:0:button:0:orderpickup:hu:local-v1&segment_code=0:None:None;fetch_failed:https://subway.com/en-us/restaurant/25936-0/menu:None:None;fetch_failed:https://subway.com/en-us/restaurant/25936-0/menu?intcmp=yext-local:owned:0:StartOrder:fwh-no-value-w2-2020:0:button:0:startorder:tn:local-v1&segment_code=0:None:None;fetch_failed:https://www.subway.com/en-us/menunutrition/menu:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Nutrition/NutritionGrid:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Menu:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Nutrition:None:None
55da13b0-e314-41e5-946b-cbeea4e9f063,tap-nyc,Tap NYC,https://www.eattap.co,1,1,pdf_exception:https://www.eattap.co/_files/ugd/e5b7cb_847c2c0a495c41968e7ccecf170dde99.pdf:name 'convert_pdf_to_html' is not defined
6660bac5-9134-49aa-8190-f683bc21fa32,chipotle,Chipotle,https://locations.chipotle.com/ny/new-york/2298-broadway,1,5,
e5aa78f5-4e65-406b-98cf-ac7ecc3b7146,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/2659.html,1,5,
f1943c0a-8e12-4fa3-9556-ec9937af4e33,compadres,Compadres,https://compadresrestaurant.com/,1,3,
a7d91e7b-f4f0-409a-aecd-779fdb497bbd,tio-pio,Tio Pio,https://www.tiopioinc.com,0,0,homepage_unavailable:None:None
4aafe68c-333c-4f38-957d-f7317d9989bc,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/ny/brooklyn/2797-linden-blvd/2595.html,1,5,
eb0517fc-eb00-48e2-a132-090087c6d0b2,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/27388.html,1,5,
839792a2-775d-482d-982b-8f0062311b6b,lenwich,Lenwich,https://www.lenwich.com/location/union-square-13th-st/,1,3,
fd42d767-8e3a-44c5-85bd-544b700bd70b,dunkin,Dunkin',https://locations.dunkindonuts.com/en/ny/glen-oaks/25609-union-turnpike/339910,1,5,
fb560427-3061-42d7-8f49-1f5e3ae79ba5,mcdonald-s,McDonald's,https://www.mcdonalds.com/us/en-us/location/13064.html,1,5,
3c80fc80-2221-4f6b-bf64-f990dba199a6,taco-bell,Taco Bell,https://locations.tacobell.com/ny/new-york/104-3rd-ave.html,1,1,
37d4bbb7-21e9-486a-9a85-3fe8ae2940a3,domino-s,Domino's,https://pizza.dominos.com/new-york/new-york/440-e-14th-st/,1,3,
d2c66bcf-baf4-49f8-a994-330788c4e1d2,luigi-s-pizza,Luigi's Pizza,http://luigispizzabrooklyn.com,1,1,fetch_failed:tel:7184993857:None:None
414a0b26-43f5-4208-a01e-026b05b67ef7,popeyes,Popeyes,https://locations.popeyes.com/ny/brooklyn/722-flatbush-ave,0,0,homepage_unavailable:None:None
c220a780-5a95-410e-8a04-5b878b7db646,panera-bread,Panera Bread,https://www.panerabread.com/en-us/cafe/locations/ny/new-york/110-university-place,1,5,
36ce826f-3425-480c-a492-60fdf171b271,fruitango-juice-bar,Fruitango Juice Bar,https://www.frutangojuicebar.com,1,2,
101f6aeb-3b99-41b5-9f93-4886aff77ebe,errol-s-caribbean-delights,Errol's Caribbean Delights,https://www.errolscaribbean.com,1,5,
587ca253-23e4-4d63-bb28-5ab04a76bd20,subway,Subway,https://restaurants.subway.com/united-states/ct/new-haven/50-union-ave,1,5,fetch_failed:https://subway.com/en-us/restaurant/20057-0/menu/?intcmp=yext-local:owned:order:OrderPickup:fwh-no-value-w2-2020:0:button:0:orderpickup:hu:local-v1&segment_code=0:None:None;fetch_failed:https://subway.com/en-us/restaurant/20057-0/menu/:None:None;fetch_failed:https://subway.com/en-us/restaurant/20057-0/menu?intcmp=yext-local:owned:0:StartOrder:fwh-no-value-w2-2020:0:button:0:startorder:tn:local-v1&segment_code=0:None:None;fetch_failed:https://www.subway.com/en-us/menunutrition/menu:None:None;fetch_failed:https://subway.com/en-US/restaurant/20057-0/menu/category/1?intcmp=yext-local:owned:0:Breakfast:fwh-no-value-w2-2020:0:link:0:breakfast:c1u2:local-v1&segment_code=0:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Nutrition/NutritionGrid:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Menu:None:None;fetch_failed:https://www.subway.com/en-US/MenuNutrition/Nutrition:None:None
d971524c-b7e1-4eec-9cc7-318b7449824a,psta,Psta,https://pstanyc.com,1,1,
373486ad-e8bb-4c3d-b6c2-30ad8c4c2a7c,profit,Profit,https://www.profitchinese.com,1,5,
